idx,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,class
665,-44.90,-2.69,78.16,-14.15,-24.41,22.78,9.38,-48.63,81.00,0.42,-48.25,46.21,-12.37,34.64,-16.93,0.75,31.88,-19.70,
666,-38.69,4.43,90.00,-15.47,-25.49,19.04,10.26,-38.54,90.00,-0.61,-45.92,59.71,-14.91,37.23,-18.35,-1.54,40.62,-24.12,
667,-59.78,11.51,64.73,-13.37,-33.54,28.21,-2.13,-43.63,90.00,-12.72,-54.78,49.98,-10.98,39.37,-6.86,5.92,38.73,4.04,
668,-61.90,-14.00,55.71,-18.91,-21.10,42.52,1.26,-90.00,90.00,2.18,-83.21,42.58,8.91,33.44,-4.47,19.78,36.55,3.49,
669,-90.00,-1.60,44.33,-10.51,-36.47,56.41,-11.64,-90.00,56.58,-8.65,-90.00,28.76,-2.39,40.73,7.87,5.83,45.06,6.81,
670,-90.00,8.84,29.72,-1.48,-64.47,61.72,-24.69,-90.00,45.45,-48.61,-90.00,12.72,-34.81,-90.00,31.81,-0.38,-9.72,86.76,
671,-90.00,5.15,27.08,0.28,-57.60,67.47,-22.58,-90.00,43.11,-41.26,-90.00,13.30,-28.69,-90.00,30.50,-0.14,-10.73,87.02,
672,-90.00,5.82,28.38,-1.55,-59.12,67.01,-21.52,-90.00,47.36,-40.84,-90.00,17.14,-25.99,-90.00,33.16,0.93,-8.56,90.00,
673,-90.00,5.37,29.22,-2.05,-58.21,66.74,-20.74,-90.00,48.01,-39.47,-90.00,17.75,-26.38,-90.00,34.60,0.29,-8.02,90.00,
674,-90.00,5.55,26.14,-3.77,-51.27,90.00,-15.86,-90.00,45.16,-34.14,-90.00,11.25,-25.60,-90.00,20.96,9.61,-13.22,90.00,
675,-90.00,7.62,16.44,9.94,-65.62,84.33,-40.72,-90.00,20.67,-59.77,-90.00,-10.33,-47.76,-90.00,15.56,-5.87,-18.23,72.09,
676,-90.00,5.34,46.44,-10.95,-49.52,48.34,-12.41,-84.17,70.20,-33.62,-90.00,31.22,-18.84,-90.00,49.10,2.82,10.07,71.82,
677,-90.00,8.82,40.21,-8.35,-53.92,51.86,-19.96,-90.00,56.56,-47.31,-90.00,31.22,-23.20,-90.00,50.21,3.87,7.87,90.00,
678,-90.00,11.12,24.78,5.23,-48.49,80.49,-33.54,-90.00,37.23,-59.03,-90.00,7.84,-39.22,-90.00,31.94,-0.76,-11.81,64.48,
679,-90.00,14.81,45.31,-5.38,-80.55,39.17,-27.84,-68.18,58.04,-53.29,-79.53,28.34,-28.52,-70.03,66.80,-4.68,12.06,90.00,
680,-90.00,10.22,41.43,-5.84,-52.92,48.75,-22.39,-83.77,55.48,-45.08,-90.00,25.28,-25.01,-73.83,54.01,2.61,2.19,62.09,
681,-72.11,4.35,54.78,-11.55,-41.69,38.24,-6.55,-71.17,71.22,-30.23,-82.93,37.13,-9.85,-57.01,61.79,9.09,12.30,52.22,
682,-90.00,22.00,43.23,-3.74,-90.00,35.58,-32.26,-61.37,56.45,-61.85,-68.78,28.02,-32.03,-63.22,69.19,-11.38,12.00,79.90,
683,-52.86,20.47,65.75,-9.79,-57.32,18.40,-15.14,-47.57,90.00,-44.88,-54.98,52.34,-18.45,-39.85,90.00,-7.45,31.82,55.69,
684,-48.79,18.07,69.75,-9.61,-67.59,12.30,-19.09,-40.91,90.00,-50.00,-49.17,57.52,-22.03,-33.16,90.00,-9.66,34.78,53.17,
685,-72.60,11.72,53.71,-9.63,-50.46,35.96,-10.92,-63.51,71.72,-35.91,-71.65,37.63,-13.52,-52.45,67.25,3.59,15.75,58.99,
686,-82.09,7.18,52.89,-9.39,-50.92,37.18,-12.47,-70.68,66.31,-35.45,-77.89,35.50,-12.75,-53.77,65.60,2.71,16.82,61.38,
687,-42.44,11.08,79.67,-14.67,-39.09,12.87,-0.97,-42.30,90.00,-29.91,-53.71,62.42,-7.91,-40.56,90.00,5.84,27.03,48.31,
688,-51.70,21.45,67.92,-14.21,-54.01,17.38,-13.25,-67.09,90.00,-37.02,-60.85,57.07,-14.71,-46.14,90.00,8.43,22.70,64.88,
689,-36.66,14.60,85.96,-10.81,-41.20,8.29,-1.60,-48.01,90.00,-29.07,-46.90,62.77,-9.08,-28.59,90.00,-4.30,38.91,41.53,
690,-34.26,18.86,90.00,-7.14,-49.99,0.97,-11.40,-34.83,90.00,-43.25,-37.51,65.86,-20.91,-21.23,90.00,-11.34,43.71,42.52,
691,-26.37,13.97,90.00,-6.25,-25.55,-2.92,6.90,-30.10,90.00,-22.88,-34.58,70.09,-8.03,-13.39,90.00,0.68,30.98,36.47,
692,-27.97,14.07,90.00,-9.96,-25.54,-5.06,6.12,-36.53,90.00,-25.25,-39.20,90.00,-3.84,-17.30,90.00,8.90,30.88,43.85,
693,-90.00,9.62,42.82,-8.90,-64.12,36.54,-22.45,-90.00,47.52,-43.42,-90.00,23.69,-20.33,-90.00,49.46,2.43,-2.93,79.82,
694,-90.00,2.82,17.71,6.69,-63.03,90.00,-32.84,-90.00,18.35,-49.95,-90.00,-6.10,-28.66,-90.00,25.71,3.23,-24.19,90.00,
695,-90.00,3.21,10.67,10.76,-73.19,90.00,-37.43,-90.00,9.74,-51.17,-90.00,-15.75,-35.02,-90.00,21.45,-3.81,-25.95,82.34,
696,-90.00,6.56,16.45,7.84,-75.30,82.11,-36.40,-90.00,19.31,-49.16,-90.00,5.21,-49.12,-90.00,9.73,-7.49,-20.80,90.00,
697,-90.00,14.15,21.25,5.13,-90.00,54.09,-38.56,-90.00,31.26,-59.86,-82.67,12.82,-44.20,-90.00,34.68,-10.45,-15.88,90.00,
698,-49.66,36.25,50.12,1.17,-90.00,6.20,-28.77,-31.49,90.00,-90.00,-41.20,45.19,-40.77,-36.21,90.00,-31.19,32.45,75.00,
699,-90.00,4.26,42.50,-7.87,-45.30,55.01,-15.72,-90.00,45.13,-40.38,-90.00,14.48,-17.43,-90.00,42.19,9.82,-1.53,65.24,
700,-90.00,-8.43,48.50,-14.16,-35.15,37.03,25.07,-5.39,76.59,1.28,46.37,-10.82,-3.39,41.16,13.44,11.69,19.88,46.55,
701,-90.00,-10.10,51.25,-13.88,-30.78,36.55,26.29,-4.47,69.93,2.47,43.20,-13.35,-2.37,39.35,11.47,10.51,20.32,42.37,
702,-78.32,-8.61,52.43,-15.27,-29.54,35.35,26.12,-2.01,69.64,2.42,43.90,-15.66,-2.32,40.85,9.78,11.46,24.27,41.84,
703,-71.21,-10.75,57.72,-16.05,-25.31,34.30,30.36,0.14,65.96,5.72,41.93,-17.58,-0.88,40.94,8.79,14.72,22.39,38.67,
704,-69.58,1.92,62.26,-15.18,-33.51,20.01,15.62,3.13,73.06,-6.96,45.42,-22.19,-13.09,48.30,4.45,4.16,29.16,42.66,
705,-67.33,-2.94,58.93,-17.66,-26.36,27.51,22.14,3.82,71.99,1.51,44.32,-19.38,-5.80,44.11,10.15,9.65,30.95,43.73,
706,-90.00,-8.40,37.22,0.79,-41.18,41.98,15.52,-31.37,66.32,-4.53,35.80,4.32,-12.67,28.79,29.98,-4.50,6.33,60.57,
707,-90.00,-5.12,35.22,-9.80,-45.47,46.67,21.22,-17.43,90.00,-0.30,49.10,2.98,-8.45,36.71,34.73,2.80,9.76,62.33,
708,-90.00,-5.18,44.16,-14.48,-39.56,37.22,21.11,-11.68,90.00,-0.07,50.94,-5.63,-7.30,43.13,26.27,9.04,19.30,56.70,
709,-90.00,-8.50,47.13,-13.63,-33.00,39.02,23.98,-10.59,90.00,3.52,45.34,-7.38,-4.70,39.19,22.48,7.91,15.01,45.68,
710,-68.99,-18.33,53.65,-15.15,-18.78,45.15,38.95,-4.25,61.54,14.16,38.76,-13.11,6.88,34.61,15.04,21.07,18.38,35.31,
711,-52.10,-22.43,59.02,-11.92,-9.50,42.01,43.41,-0.83,47.03,17.45,29.64,-18.23,9.71,28.69,7.32,22.63,20.04,25.94,
712,-49.84,-21.35,58.73,-10.69,-7.76,40.93,43.40,-0.71,45.61,16.98,27.49,-17.34,8.82,24.06,7.84,18.37,15.27,23.03,
713,-43.66,-23.79,62.23,-10.36,-7.74,36.19,39.32,0.27,45.56,13.81,28.64,-21.20,7.54,28.38,3.34,20.34,18.31,22.30,
714,-38.27,-21.21,68.76,-11.14,-0.08,34.71,45.11,2.83,43.72,17.83,25.87,-25.45,10.62,27.25,-0.94,20.98,22.86,17.81,
715,-41.59,-17.87,73.89,-13.85,-2.75,31.51,46.43,-4.42,60.34,15.38,30.42,-25.98,8.45,31.70,0.05,22.28,26.56,23.63,
716,-45.41,-16.09,69.75,-14.18,-5.41,33.21,42.58,-7.29,60.65,14.39,31.38,-25.07,7.70,32.61,2.95,20.40,25.29,25.02,
717,-50.51,-15.20,63.59,-11.58,-11.35,31.71,35.39,-10.28,59.71,10.08,31.11,-20.83,3.47,31.57,5.99,15.91,18.16,27.53,
718,-55.65,-12.82,61.73,-11.78,-15.84,30.34,31.08,-11.65,63.31,6.29,34.40,-19.05,0.16,34.26,8.97,13.88,22.35,32.68,
719,-62.03,-10.52,59.82,-14.63,-18.57,32.03,32.41,-11.55,72.10,7.62,38.56,-17.07,1.31,36.79,12.18,15.01,24.51,34.98,
720,-82.48,-8.19,54.43,-15.28,-27.23,33.33,27.54,-16.91,90.00,4.92,44.23,-11.84,-1.08,39.45,18.49,13.55,23.69,44.22,
721,-90.00,2.66,33.10,-8.93,-52.95,36.88,11.27,-22.95,90.00,-7.04,50.92,3.78,-11.85,37.38,35.61,4.06,11.10,63.87,
722,-90.00,-14.23,37.04,-10.50,-36.80,51.30,26.04,-26.62,90.00,6.53,44.62,3.82,1.20,30.03,32.90,14.98,8.69,56.42,
723,-90.00,-23.60,38.54,-8.67,-26.65,60.29,36.93,-22.54,66.14,15.36,36.84,1.72,7.01,25.24,30.30,19.78,0.82,44.47,
724,-77.27,-35.47,33.61,-3.43,-19.99,90.00,50.74,-27.63,52.04,23.90,27.95,6.25,15.08,14.93,29.68,26.97,-3.45,34.93,
725,-58.94,-35.78,37.96,-1.44,-10.57,78.87,52.96,-20.89,41.17,26.68,20.49,0.90,17.52,10.19,20.80,27.67,-8.81,21.64,
726,-24.01,-51.33,42.64,5.72,12.83,72.66,90.00,-7.84,15.81,40.61,1.04,-13.09,27.65,-1.31,-1.28,34.19,-5.05,-5.77,
727,-21.76,-52.86,43.08,5.95,13.80,71.42,90.00,-6.54,14.37,40.28,1.35,-14.07,27.24,-0.46,-2.66,34.94,-0.54,-2.95,
728,-31.55,-41.57,46.53,0.95,5.98,61.57,65.73,-6.81,23.73,32.27,10.05,-12.96,21.72,6.45,2.37,32.05,3.25,5.55,
729,-35.22,-42.67,50.78,-5.71,2.90,62.31,77.45,-3.54,30.00,34.38,18.39,-14.11,24.97,14.41,5.24,40.37,9.55,14.60,
730,-90.00,5.93,52.05,-0.40,-90.00,7.73,11.74,27.19,29.96,-3.72,51.51,1.79,-16.46,45.15,22.77,-8.94,-90.00,27.20,
731,-90.00,3.64,47.30,3.05,-90.00,7.42,14.74,24.17,35.05,-1.58,50.47,7.72,-13.54,42.90,29.57,-4.88,-90.00,27.98,
732,-90.00,3.89,48.93,1.98,-90.00,6.70,14.18,24.82,34.37,-1.93,50.93,6.80,-13.86,43.58,28.53,-5.97,-90.00,29.89,
733,-90.00,5.47,49.82,0.45,-90.00,5.32,12.92,25.11,34.83,-3.10,51.73,6.90,-14.87,44.05,28.80,-6.58,-90.00,30.07,
734,-90.00,3.88,47.87,2.11,-90.00,5.33,14.10,23.54,36.29,-2.22,50.49,8.57,-13.74,42.51,30.13,-5.26,-90.00,29.09,
735,-90.00,3.78,48.12,2.29,-90.00,5.14,13.92,23.24,36.21,-2.37,49.96,8.57,-13.84,42.04,29.99,-7.18,-90.00,30.87,
736,-90.00,5.16,45.08,4.43,-90.00,2.61,13.10,21.61,39.84,-3.38,49.93,11.72,-14.72,40.87,33.44,-6.03,-90.00,29.20,
737,-90.00,4.69,46.16,2.86,-90.00,3.68,13.81,22.15,38.37,-2.59,49.80,10.58,-13.88,41.07,32.29,-5.62,-90.00,30.14,
738,-90.00,5.11,47.66,1.07,-90.00,3.76,13.66,23.22,38.18,-2.52,50.91,10.01,-13.71,42.02,31.91,-5.93,-90.00,29.96,
739,-90.00,4.48,48.37,1.81,-90.00,3.90,13.56,23.47,37.33,-2.63,50.86,9.44,-13.85,42.34,31.19,-3.28,-90.00,30.19,
740,-90.00,5.45,27.97,19.87,-90.00,-2.10,15.24,8.03,53.07,-4.06,39.43,26.92,-15.03,27.64,49.67,-32.66,-90.00,17.01,
741,-90.00,25.90,27.44,12.87,-66.53,-18.85,-3.53,13.63,57.55,-22.45,50.05,23.63,-35.47,37.31,48.30,-48.24,-84.85,29.52,
742,-90.00,3.88,39.24,10.58,-61.03,-14.12,15.53,26.06,37.41,-2.49,54.78,8.00,-14.85,46.82,31.75,-13.74,-90.00,16.74,
743,-68.53,-2.50,56.90,5.37,-90.00,20.99,16.82,28.83,18.22,1.25,45.84,-9.11,-11.16,45.23,13.78,-4.02,-90.00,31.88,
744,-68.85,-2.23,58.44,2.92,-90.00,21.63,16.87,29.24,18.00,1.17,46.21,-9.36,-10.94,45.12,13.35,-5.42,-77.73,28.61,
745,-49.35,1.04,74.17,-5.64,-62.24,27.81,8.47,29.93,7.87,-5.93,41.90,-20.16,-18.64,45.67,2.67,0.04,-55.57,45.44,
746,-90.00,6.93,27.46,22.74,-90.00,11.55,10.38,5.10,68.75,-11.42,41.90,33.77,-21.96,26.70,59.26,-49.60,-90.00,-2.76,
747,-90.00,25.89,11.96,23.84,-90.00,-2.58,-2.28,-2.62,65.56,-24.52,33.88,35.56,-35.65,19.60,64.85,-90.00,-90.00,-4.95,
748,-90.00,38.18,19.16,14.04,-90.00,-15.40,-11.45,3.53,65.34,-34.22,41.39,29.80,-48.62,27.52,56.61,-69.01,-63.43,33.66,
749,-64.90,33.97,40.07,-0.71,-39.29,-8.60,-17.56,16.69,40.17,-37.37,49.33,8.42,-52.89,42.09,31.98,-31.76,-52.77,60.49,
750,-90.00,34.01,36.33,2.27,-56.12,-9.90,-15.24,16.19,47.33,-34.42,51.89,13.52,-48.67,41.54,38.49,-34.76,-51.95,64.13,
751,-80.08,2.01,53.28,-6.83,-67.82,17.43,20.28,31.27,25.37,4.34,52.81,-1.52,-6.63,47.42,21.78,3.59,-90.00,31.90,
752,-90.00,3.62,37.95,-35.62,-47.17,24.21,18.57,16.49,36.60,0.43,41.41,11.62,-10.02,31.32,32.66,-18.35,-90.00,13.94,
753,-90.00,10.44,14.03,13.03,-90.00,15.49,17.14,3.35,61.93,-2.41,36.95,31.61,-13.46,22.83,55.55,-49.08,-78.69,17.00,
754,-24.98,6.95,90.00,-16.45,-17.62,27.19,-2.19,32.31,-4.84,-15.32,37.26,-34.89,-28.23,45.17,-12.41,11.07,-36.43,90.00,
755,-90.00,-5.57,46.41,15.92,-90.00,25.70,23.27,24.35,33.70,5.61,49.01,6.18,-5.47,41.82,26.58,-13.24,-90.00,12.51,
756,-90.00,2.66,27.35,18.51,-90.00,12.98,18.89,12.89,48.88,0.34,42.87,20.25,-9.91,30.78,41.90,-31.63,-90.00,7.37,
757,-90.00,2.94,28.71,5.83,-73.32,-17.71,21.01,16.56,47.64,1.86,47.03,18.81,-8.67,35.42,41.54,-21.97,-90.00,9.39,
758,-90.00,2.89,28.41,11.40,-57.21,-20.10,18.11,15.71,48.09,-0.67,46.34,18.85,-11.34,34.94,41.22,-21.94,-90.00,16.34,
759,-90.00,0.91,28.83,10.76,-90.00,15.39,20.51,16.01,45.98,2.01,45.57,18.01,-8.05,34.54,40.18,-17.30,-90.00,10.79,
760,-90.00,32.19,36.38,-0.38,-53.48,-5.71,-28.97,-33.96,68.99,-35.72,37.12,-29.45,-41.26,41.06,-16.44,-32.16,50.74,27.01,
761,-89.35,33.32,36.33,-0.52,-50.76,-6.14,-28.55,-32.76,67.80,-36.39,36.91,-30.04,-42.11,41.18,-16.92,-33.29,47.89,27.98,
762,-76.54,39.43,34.41,-2.56,-46.19,-8.77,-33.07,-24.61,68.37,-41.75,34.37,-27.61,-49.03,39.11,-13.60,-38.85,47.41,27.52,
763,-75.75,20.52,48.55,-10.85,-40.42,5.04,-8.75,-30.97,90.00,-17.29,37.03,-39.27,-23.15,40.10,-22.78,-16.60,51.59,26.65,
764,-75.74,26.58,46.85,-7.86,-41.99,-0.76,-18.30,-28.61,90.00,-26.56,36.73,-34.85,-31.89,40.46,-20.17,-23.21,50.65,25.59,
765,-90.00,33.21,35.74,-0.86,-50.41,-6.58,-32.56,-32.45,64.23,-36.34,40.68,-22.97,-42.79,43.54,-10.45,-36.85,42.89,32.28,
766,-90.00,20.42,43.50,-3.68,-53.19,3.84,-12.53,-31.69,90.00,-20.23,42.44,-28.45,-25.46,43.98,-14.87,-18.57,49.35,32.64,
767,-90.00,13.61,45.72,-4.52,-61.59,5.23,-21.20,-72.95,56.11,-14.06,44.18,-24.89,-20.10,42.36,-14.40,-14.89,45.56,31.92,
768,-90.00,31.27,39.52,-2.27,-48.01,-8.15,-33.13,-38.26,65.43,-34.12,43.01,-23.68,-39.80,44.61,-12.38,-32.52,48.08,32.51,
769,-90.00,19.91,38.66,0.26,-58.61,-0.04,-23.50,-50.20,64.91,-22.01,47.27,-15.87,-27.54,46.12,-4.54,-22.42,35.34,42.68,
770,-90.00,22.46,40.62,-0.71,-54.91,-4.25,-27.11,-46.94,64.49,-26.19,45.98,-16.56,-31.39,45.77,-5.71,-25.48,38.17,41.28,
771,-90.00,29.01,35.75,-0.07,-51.38,-6.92,-28.49,-41.32,67.63,-29.97,46.50,-16.69,-35.31,46.91,-5.58,-27.85,39.29,42.09,
772,-43.05,34.81,52.11,-7.44,-17.83,-3.15,-13.89,-9.58,90.00,-37.48,28.85,-39.75,-45.15,32.61,-26.88,-28.69,57.29,14.31,
773,-90.00,17.11,41.60,-0.52,-49.63,6.34,-7.14,-43.42,73.17,-14.79,43.11,-20.12,-20.43,42.51,-8.26,-12.68,38.75,41.51,
774,-41.11,42.04,50.48,-6.00,-16.07,-8.90,-28.68,-4.54,73.87,-50.73,27.38,-38.89,-61.01,33.03,-25.47,-40.87,47.95,21.13,
775,-53.07,34.29,49.52,-7.42,-24.97,-3.52,-22.47,-14.22,75.07,-40.45,42.68,-18.67,-48.20,44.45,-8.31,-29.70,40.32,41.68,
776,-52.92,34.29,49.18,-7.11,-26.10,-3.82,-21.65,-13.89,81.22,-39.28,43.22,-17.74,-46.48,44.47,-7.64,-29.13,40.54,40.71,
777,-68.53,32.89,44.04,-3.31,-37.75,-4.74,-24.23,-24.09,90.00,-41.41,44.12,-10.57,-45.97,45.93,-1.05,-27.75,36.19,47.97,
778,-90.00,11.08,49.64,-6.03,-50.87,11.22,3.19,-41.01,90.00,-12.68,50.03,-0.05,-16.76,45.85,2.38,-3.71,33.63,41.43,
779,-57.85,54.40,33.13,-0.50,-36.79,-18.73,-48.72,-11.39,54.40,-79.06,38.35,-7.96,-90.00,41.65,-0.28,-58.98,44.69,35.62,
780,-90.00,11.97,38.27,-1.76,-78.05,8.21,-7.04,-50.63,90.00,-16.53,52.79,20.71,-22.27,44.46,36.44,-8.53,8.42,90.00,
781,-90.00,4.19,43.86,0.44,-63.35,12.21,-5.62,-84.31,41.09,-6.13,35.19,7.24,-14.36,32.46,18.91,-11.65,8.47,53.08,
782,-51.77,39.12,44.85,-7.20,-14.48,-3.79,-25.79,-15.19,77.69,-40.92,44.67,-7.88,-53.83,45.04,8.97,-28.19,25.21,79.28,
783,-39.32,65.54,28.51,8.53,-12.57,-21.33,-37.69,-4.95,47.01,-90.00,31.36,-8.07,-90.00,34.29,6.42,-76.77,33.36,39.09,
784,-70.88,46.76,30.47,2.76,-27.58,-20.74,-39.48,-27.40,62.62,-63.66,44.14,-2.61,-70.86,40.94,30.86,-38.61,22.49,76.54,
785,-48.05,57.06,31.82,7.26,-18.57,-25.12,-42.36,-13.77,61.39,-90.00,31.95,-19.35,-90.00,38.53,1.35,-56.14,35.90,46.87,
786,-76.41,45.31,23.85,12.48,-32.67,-25.04,-41.05,-37.77,54.44,-55.04,42.07,-6.53,-84.84,41.81,15.12,-52.19,19.52,63.03,
787,-46.36,63.93,20.53,15.26,-15.37,-26.21,-48.13,-14.19,43.14,-90.00,30.06,-7.75,-90.00,31.18,9.23,-82.11,25.19,41.30,
788,-46.03,61.22,23.93,15.66,-16.01,-26.18,-47.78,-14.20,45.11,-90.00,31.60,-9.43,-90.00,33.51,7.76,-70.30,28.36,42.22,
789,-63.99,50.07,23.49,13.57,-25.93,-25.22,-43.20,-31.93,52.02,-56.62,41.90,-4.59,-90.00,40.15,19.53,-56.69,28.14,49.82,
790,-90.00,-11.84,16.72,32.88,-90.00,39.99,19.74,-31.45,90.00,-4.41,-6.28,90.00,0.03,-12.53,90.00,10.33,-24.36,59.26,
791,-90.00,-12.75,20.18,27.73,-90.00,35.10,17.59,-26.76,90.00,-5.91,-1.58,90.00,-3.83,-7.22,90.00,13.84,-24.18,57.55,
792,-90.00,-9.48,18.07,28.52,-90.00,33.90,18.69,-28.69,90.00,-4.95,-4.01,90.00,-1.42,-10.15,90.00,9.40,-21.50,62.03,
793,-90.00,-10.22,17.37,29.99,-90.00,35.18,18.52,-30.05,90.00,-5.17,-5.16,90.00,-1.62,-11.03,90.00,9.47,-22.23,59.51,
794,-90.00,-10.20,18.05,28.69,-90.00,35.40,19.95,-28.75,90.00,-3.61,-4.22,90.00,-0.50,-10.15,90.00,9.99,-21.56,60.63,
795,-90.00,-9.99,17.72,28.56,-90.00,34.49,19.34,-29.00,90.00,-4.03,-4.26,90.00,-1.08,-9.99,90.00,10.75,-21.67,60.37,
796,-90.00,-10.19,18.35,27.76,-90.00,34.81,19.87,-28.26,90.00,-3.48,-3.69,90.00,-0.70,-9.22,90.00,10.09,-20.53,61.50,
797,-90.00,-10.12,18.73,26.60,-90.00,34.73,20.23,-27.88,90.00,-3.16,-3.36,90.00,-0.36,-8.94,90.00,10.60,-20.53,62.36,
798,-90.00,-11.97,18.20,26.80,-90.00,32.63,20.24,-28.65,90.00,-3.20,-3.91,90.00,-1.65,-8.92,90.00,12.60,-19.84,59.76,
799,-90.00,-13.96,20.85,22.51,-90.00,31.71,26.12,-21.30,90.00,2.11,0.63,78.44,-0.89,-3.16,90.00,10.79,-15.54,59.12,
800,-90.00,-11.41,17.66,27.27,-90.00,30.75,22.78,-25.90,90.00,-2.45,-2.29,90.00,-3.27,-6.63,90.00,8.24,-20.26,64.55,
801,-90.00,-10.38,16.48,27.21,-90.00,31.03,21.50,-27.95,90.00,-4.08,-3.86,90.00,-3.41,-8.56,90.00,9.64,-22.00,64.84,
802,-90.00,-9.71,16.58,26.93,-90.00,30.55,20.79,-27.79,90.00,-4.73,-3.70,90.00,-4.06,-8.56,90.00,7.54,-22.03,63.84,
803,-90.00,-9.81,16.64,26.45,-90.00,30.20,20.88,-27.67,90.00,-4.17,-3.57,90.00,-3.44,-8.43,90.00,9.23,-22.56,62.18,
804,-90.00,-10.76,17.00,25.50,-90.00,31.20,22.20,-27.22,90.00,-2.73,-3.39,90.00,-1.73,-8.27,90.00,10.66,-21.62,62.45,
805,-90.00,-10.49,17.65,24.78,-90.00,30.53,21.65,-26.69,90.00,-3.15,-2.73,90.00,-2.18,-7.53,90.00,10.14,-20.65,63.68,
806,-90.00,-9.48,17.87,23.15,-90.00,28.21,23.02,-26.25,90.00,-1.65,-3.27,90.00,-1.95,-8.40,90.00,9.31,-22.83,59.78,
807,-90.00,-9.49,31.49,19.44,-90.00,20.73,21.06,-23.55,90.00,-8.23,-2.73,90.00,-3.11,-13.86,90.00,15.94,-23.61,58.26,
808,-90.00,-7.02,23.95,25.02,-90.00,21.77,17.58,-32.07,90.00,-11.46,-9.77,90.00,-8.34,-18.91,90.00,6.70,-28.98,56.83,
809,-90.00,-6.69,16.58,29.18,-90.00,23.32,14.59,-34.74,90.00,-13.36,-10.98,90.00,-10.03,-20.34,90.00,6.36,-33.61,58.58,
810,-90.00,-8.18,10.96,33.15,-90.00,27.99,20.58,-28.65,90.00,-5.74,-3.91,90.00,-6.27,-10.95,90.00,7.66,-25.78,71.95,
811,-90.00,-8.70,11.53,32.04,-90.00,28.66,23.71,-25.55,90.00,-1.18,-1.84,90.00,-4.34,-8.24,90.00,7.25,-21.35,69.53,
812,-90.00,-9.99,15.05,27.98,-90.00,29.77,24.00,-23.81,90.00,-0.92,-0.20,90.00,-2.45,-6.66,90.00,10.18,-18.47,66.82,
813,-90.00,-11.35,13.08,29.19,-90.00,31.21,25.00,-26.78,90.00,0.41,-3.25,87.44,-0.52,-9.84,90.00,10.29,-22.27,60.15,
814,-90.00,-13.02,14.66,27.50,-90.00,33.52,26.73,-25.25,90.00,2.29,-2.40,81.24,1.61,-8.93,90.00,13.16,-21.79,56.78,
815,-90.00,-13.72,18.58,26.13,-90.00,29.40,23.90,-21.31,90.00,-5.25,4.79,90.00,-4.55,0.05,90.00,18.30,-20.35,90.00,
816,-90.00,-9.31,12.95,30.88,-90.00,26.15,22.71,-32.00,90.00,-3.98,-6.91,90.00,-5.37,-14.32,90.00,10.22,-30.57,58.82,
817,-90.00,-9.85,14.68,28.61,-90.00,25.64,21.45,-30.05,90.00,-5.25,-4.94,90.00,-5.52,-12.70,90.00,11.45,-30.95,55.72,
818,-90.00,-11.40,15.99,25.99,-90.00,27.69,23.95,-28.46,90.00,-2.53,-3.96,90.00,-2.23,-11.53,90.00,13.60,-27.60,53.95,
819,-90.00,-11.02,16.14,25.83,-90.00,27.15,23.04,-28.20,90.00,-3.08,-3.57,90.00,-2.39,-11.18,90.00,12.40,-27.17,52.77,
820,-90.00,-6.46,14.29,36.73,-90.00,25.25,12.86,-90.00,63.18,-17.31,-63.50,50.81,-13.46,-90.00,45.89,0.05,-69.02,35.83,
821,-90.00,-5.22,13.25,36.24,-90.00,24.60,12.82,-90.00,61.52,-17.28,-62.71,50.40,-13.87,-90.00,45.45,-1.02,-67.47,36.57,
822,-90.00,-5.67,14.00,34.96,-90.00,25.61,12.89,-90.00,63.92,-16.92,-61.03,51.96,-12.64,-90.00,45.91,0.75,-66.65,37.10,
823,-90.00,-5.62,13.75,34.48,-90.00,25.56,13.64,-90.00,64.90,-15.97,-60.59,53.22,-11.55,-90.00,46.42,0.50,-67.36,37.50,
824,-90.00,-5.81,14.35,34.36,-90.00,25.51,13.34,-90.00,65.76,-16.09,-59.00,54.33,-10.89,-80.74,47.65,1.69,-63.34,37.43,
825,-90.00,-5.77,13.58,35.08,-90.00,25.64,13.20,-90.00,64.11,-16.07,-59.61,52.99,-11.02,-82.10,46.37,2.35,-64.58,37.59,
826,-90.00,-5.42,14.91,32.77,-90.00,25.13,12.74,-90.00,66.89,-16.60,-57.13,54.80,-11.11,-75.62,48.19,1.13,-60.23,39.54,
827,-90.00,-5.91,16.70,29.87,-90.00,25.47,14.53,-90.00,60.30,-14.42,-60.77,51.34,-10.88,-83.02,46.39,0.78,-65.14,36.73,
828,-90.00,-5.89,15.44,31.82,-90.00,24.56,11.72,-90.00,57.70,-17.12,-63.14,48.46,-14.20,-90.00,36.11,-7.48,-90.00,21.78,
829,-90.00,-5.07,15.09,32.22,-90.00,23.45,11.89,-90.00,59.08,-16.93,-63.93,49.57,-14.04,-90.00,43.25,-4.81,-78.62,31.52,
830,-90.00,-5.18,13.99,33.18,-90.00,23.73,12.14,-90.00,58.70,-16.47,-64.85,49.33,-13.31,-90.00,42.92,-3.88,-80.82,31.14,
831,-90.00,0.38,14.09,32.20,-90.00,16.41,6.48,-90.00,67.27,-23.41,-58.17,54.69,-18.44,-87.86,50.64,-6.16,-71.03,40.05,
